latitude,longitude,timestamp,altitude
23.56409,87.2831966667,07:50:03,133.1
23.5640616667,87.2831816667,07:50:05,144.1
23.56405,87.283175,07:50:06,149.0
23.564045,87.2831733333,07:50:07,151.8
23.5640383333,87.2831716667,07:50:08,153.6
23.5640366667,87.2831716667,07:50:09,154.7
23.564035,87.28317,07:50:10,155.5
23.5640333333,87.28317,07:50:11,156.2
23.564035,87.2831716667,07:50:12,156.3
23.564035,87.2831733333,07:50:13,156.5
23.5640366667,87.2831733333,07:50:14,156.6
23.5640366667,87.2831733333,07:50:15,156.9
23.564035,87.283175,07:50:16,157.4
23.564035,87.283175,07:50:17,158.0
23.564035,87.2831766667,07:50:18,158.4
23.5640333333,87.2831766667,07:50:19,158.8
23.5640083333,87.283175,07:50:20,162.3
23.5639933333,87.2831733333,07:50:21,164.4
23.5639866667,87.2831733333,07:50:22,166.9
23.5639816667,87.2831733333,07:50:23,169.0
23.5639716667,87.2831733333,07:50:24,170.4
23.563965,87.283175,07:50:25,171.6
23.5639533333,87.2831733333,07:50:26,179.8
23.5643766667,87.282945,07:50:27,142.8
23.5644416667,87.2829783333,07:50:28,109.1
23.5644433333,87.2829816667,07:50:29,105.5
23.5644383333,87.2829816667,07:50:30,104.4
23.5644433333,87.28298,07:50:31,102.5
23.564445,87.2829783333,07:50:32,100.9
23.5644466667,87.2829766667,07:50:33,100.0
23.56445,87.282975,07:50:34,99.4
23.5644516667,87.282975,07:50:35,99.0
23.5644516667,87.282975,07:50:36,98.7
23.5644533333,87.282975,07:50:37,98.5
23.5644533333,87.282975,07:50:38,98.2
23.5644533333,87.2829766667,07:50:39,97.9
23.5644533333,87.2829766667,07:50:40,97.9
23.5644533333,87.2829766667,07:50:41,97.9
23.5644533333,87.2829766667,07:50:42,97.9
23.5644533333,87.2829766667,07:50:43,97.9
23.5644533333,87.2829766667,07:50:44,97.9
23.5644533333,87.2829766667,07:50:45,97.9
23.5644533333,87.2829766667,07:50:46,97.9
23.5644533333,87.2829766667,07:50:47,97.9
23.5644533333,87.2829766667,07:50:48,97.9
23.5644533333,87.2829766667,07:50:49,97.9
23.5644533333,87.2829766667,07:50:50,97.9
23.5644533333,87.2829766667,07:50:51,97.9
23.5644533333,87.2829766667,07:50:52,97.9
23.5644533333,87.2829766667,07:50:53,97.9
23.5644533333,87.2829766667,07:50:54,97.9
23.5644533333,87.2829766667,07:50:55,97.9
23.5644533333,87.2829766667,07:50:56,97.9
23.5644533333,87.2829766667,07:50:57,97.9
23.5644533333,87.2829766667,07:50:58,97.9
23.5644533333,87.2829766667,07:50:59,97.9
23.5644533333,87.2829766667,07:51:00,97.9
23.5644533333,87.2829766667,07:51:01,97.9
23.5644533333,87.2829766667,07:51:02,97.9
23.5644533333,87.2829766667,07:51:03,97.9
23.5644533333,87.2829766667,07:51:04,97.9
23.5644533333,87.2829766667,07:51:05,97.9
23.5644533333,87.2829766667,07:51:06,97.9
23.5644533333,87.2829766667,07:51:07,97.9
23.5644533333,87.2829766667,07:51:08,97.9
23.5644533333,87.2829766667,07:51:09,97.9
23.5644533333,87.2829766667,07:51:10,97.9
23.5644533333,87.2829766667,07:51:11,97.9
23.5644533333,87.2829766667,07:51:12,97.9
23.5644533333,87.2829766667,07:51:13,97.9
23.5644533333,87.2829766667,07:51:14,97.9
23.5644533333,87.2829766667,07:51:15,97.8
23.5644533333,87.2829766667,07:51:16,97.8
23.5644533333,87.2829766667,07:51:17,97.8
23.5644533333,87.2829766667,07:51:18,97.8
23.5644533333,87.2829766667,07:51:19,97.8
23.5644533333,87.2829766667,07:51:20,97.8
23.5644533333,87.2829766667,07:51:21,97.8
23.5644533333,87.2829766667,07:51:22,97.8
23.5644533333,87.2829766667,07:51:23,97.8
23.5644533333,87.2829766667,07:51:24,97.8
23.5644533333,87.2829766667,07:51:25,97.8
23.5644533333,87.2829766667,07:51:26,97.8
23.5644533333,87.2829766667,07:51:27,97.8
23.5644533333,87.2829766667,07:51:28,97.8
23.5644533333,87.2829766667,07:51:29,97.8
23.5644533333,87.2829766667,07:51:30,97.8
23.5644533333,87.2829766667,07:51:31,97.8
23.5644533333,87.2829766667,07:51:32,97.8
23.5644533333,87.2829766667,07:51:33,97.8
23.5644533333,87.2829766667,07:51:34,97.8
23.5644533333,87.2829766667,07:51:35,97.8
23.5644533333,87.2829766667,07:51:36,97.8
23.5644533333,87.2829766667,07:51:37,97.8
23.5644533333,87.2829766667,07:51:38,97.8
23.5644533333,87.2829766667,07:51:39,97.8
23.5644533333,87.2829766667,07:51:40,97.8
23.5644533333,87.2829766667,07:51:41,97.8
23.5644533333,87.2829766667,07:51:42,97.8
23.5644533333,87.2829766667,07:51:43,97.8
23.5644533333,87.2829766667,07:51:44,97.8
23.5644533333,87.2829766667,07:51:45,97.8
23.5644533333,87.2829766667,07:51:46,97.8
23.5644533333,87.2829766667,07:51:47,97.8
23.5644533333,87.2829766667,07:51:48,97.8
23.5644533333,87.2829766667,07:51:49,97.8
23.5644533333,87.2829766667,07:51:50,97.8
23.5644533333,87.2829766667,07:51:51,97.8
23.5644533333,87.2829766667,07:51:52,97.8
23.5644533333,87.2829766667,07:51:53,97.8
23.5644533333,87.2829766667,07:51:54,97.8
23.5644533333,87.2829766667,07:51:55,97.8
23.5644533333,87.2829766667,07:51:56,97.8
23.5644533333,87.2829766667,07:51:57,97.8
23.5644533333,87.282975,07:51:58,97.8
23.5644533333,87.282975,07:51:59,97.8
23.5644533333,87.282975,07:52:00,97.8
23.5644516667,87.282975,07:52:01,97.8
23.5644516667,87.282975,07:52:02,97.8
23.5644516667,87.282975,07:52:03,97.8
23.5644516667,87.282975,07:52:04,97.8
23.5644516667,87.282975,07:52:05,97.8
23.5644516667,87.282975,07:52:06,97.8
