latitude,longitude,timestamp,altitude
23.5643383333,87.2829466667,12:52:15,100.7
23.5643383333,87.2829466667,12:52:16,100.7
23.5643383333,87.2829466667,12:52:17,100.7
23.5643383333,87.2829466667,12:52:18,100.7
23.5643383333,87.2829466667,12:52:19,100.7
23.5643383333,87.2829466667,12:52:20,100.7
23.5643383333,87.2829466667,12:52:21,100.7
23.5643383333,87.2829466667,12:52:22,100.7
23.5643383333,87.2829466667,12:52:23,100.7
23.5643383333,87.2829466667,12:52:24,100.7
23.5643383333,87.2829466667,12:52:25,100.7
23.5643383333,87.2829466667,12:52:26,100.7
23.5643383333,87.2829466667,12:52:27,100.7
23.5643383333,87.2829466667,12:52:28,100.7
23.5643383333,87.2829466667,12:52:29,100.7
23.5643383333,87.2829466667,12:52:30,100.7
23.5643383333,87.2829466667,12:52:31,100.7
23.5643383333,87.2829466667,12:52:32,100.7
23.5643383333,87.2829466667,12:52:33,100.7
23.5643383333,87.2829466667,12:52:34,100.7
23.5643383333,87.2829466667,12:52:35,100.7
23.5643383333,87.2829466667,12:52:36,100.7
23.5643383333,87.2829466667,12:52:37,100.7
23.5643383333,87.2829466667,12:52:38,100.7
23.5643383333,87.2829466667,12:52:39,100.7
23.5643383333,87.2829466667,12:52:40,100.7
23.5643383333,87.2829466667,12:52:41,100.7
23.5643383333,87.2829466667,12:52:42,100.7
23.5643383333,87.2829466667,12:52:43,100.7
23.5643383333,87.2829466667,12:52:44,100.7
23.5643383333,87.2829466667,12:52:45,100.7
23.5643383333,87.2829466667,12:52:46,100.7
23.5643383333,87.2829466667,12:52:47,100.7
23.5643383333,87.2829466667,12:52:48,100.7
23.5643383333,87.2829466667,12:52:49,100.7
23.5643383333,87.2829466667,12:52:50,100.7
23.5643383333,87.2829466667,12:52:51,100.7
23.5643383333,87.2829466667,12:52:52,100.7
23.5643383333,87.2829466667,12:52:53,100.7
23.5643383333,87.2829466667,12:52:54,100.7
23.5643383333,87.2829466667,12:52:55,100.7
23.5643383333,87.2829466667,12:52:56,100.7
23.5643383333,87.2829466667,12:52:57,100.7
23.5643383333,87.2829466667,12:52:58,100.7
23.5643383333,87.2829466667,12:52:59,100.7
23.5643383333,87.2829466667,12:53:00,100.7
23.5643383333,87.2829466667,12:53:01,100.7
23.5643383333,87.2829466667,12:53:02,100.7
23.5643383333,87.2829466667,12:53:03,100.7
23.5643383333,87.2829466667,12:53:04,100.7
23.5643383333,87.2829466667,12:53:05,100.7
23.5643383333,87.2829466667,12:53:06,100.7
23.5643383333,87.2829466667,12:53:07,100.7
23.5643383333,87.2829466667,12:53:08,100.7
23.5643383333,87.2829466667,12:53:09,100.7
23.5643383333,87.2829466667,12:53:10,100.7
23.5643383333,87.2829466667,12:53:11,100.7
23.5643383333,87.2829466667,12:53:12,100.7
23.5643383333,87.2829466667,12:53:13,100.7
23.5643383333,87.2829466667,12:53:14,100.7
23.5643383333,87.2829466667,12:53:15,100.7
23.5643383333,87.2829466667,12:53:16,100.7
23.5643383333,87.2829466667,12:53:17,100.7
23.5643383333,87.2829466667,12:53:18,100.7
23.5643383333,87.2829466667,12:53:19,100.7
23.5643383333,87.2829466667,12:53:20,100.7
23.5643383333,87.2829466667,12:53:21,100.7
23.5643383333,87.2829466667,12:53:22,100.7
23.5643383333,87.2829466667,12:53:23,100.7
23.5643383333,87.2829466667,12:53:24,100.7
23.5643383333,87.2829466667,12:53:25,100.7
23.5643383333,87.2829466667,12:53:26,100.7
23.5643383333,87.2829466667,12:53:27,100.7
23.5643383333,87.2829466667,12:53:28,100.7
23.5643383333,87.2829466667,12:53:29,100.7
23.5643383333,87.2829466667,12:53:30,100.7
23.5643383333,87.2829466667,12:53:31,100.7
23.5643383333,87.2829466667,12:53:32,100.7
23.5643383333,87.2829466667,12:53:33,100.7
23.5643383333,87.2829466667,12:53:34,100.7
23.5643383333,87.2829466667,12:53:35,100.7
23.5643383333,87.2829466667,12:53:36,100.7
23.5643383333,87.2829466667,12:53:37,100.7
23.5643383333,87.2829466667,12:53:38,100.7
23.5643383333,87.2829466667,12:53:39,100.7
23.5643383333,87.2829466667,12:53:40,100.7
23.5643383333,87.2829466667,12:53:41,100.7
23.5643383333,87.2829466667,12:53:42,100.7
23.5643383333,87.2829466667,12:53:43,100.7
23.5643383333,87.2829466667,12:53:44,100.7
23.5643383333,87.2829466667,12:53:45,100.7
23.5643383333,87.2829466667,12:53:46,100.7
23.5643383333,87.2829466667,12:53:47,100.7
23.5643383333,87.2829466667,12:53:48,100.7
23.5643383333,87.2829466667,12:53:49,100.7
23.5643383333,87.2829466667,12:53:50,100.7
23.5643383333,87.2829466667,12:53:51,100.7
23.5643383333,87.2829466667,12:53:52,100.7
23.5643383333,87.2829466667,12:53:53,100.7
23.5643383333,87.2829466667,12:53:54,100.7
23.5643383333,87.2829466667,12:53:55,100.7
23.5643383333,87.2829466667,12:53:56,100.7
23.5643383333,87.2829466667,12:53:57,100.7
23.5643383333,87.2829466667,12:53:58,100.7
23.5643383333,87.2829466667,12:53:59,100.7
23.5643383333,87.2829466667,12:54:00,100.7
23.5643383333,87.2829466667,12:54:01,100.7
23.5643383333,87.2829466667,12:54:02,100.7
23.5643383333,87.2829466667,12:54:03,100.7
23.5643383333,87.2829466667,12:54:04,100.7
23.5643383333,87.2829466667,12:54:05,100.7
23.5643383333,87.2829466667,12:54:06,100.7
23.5643383333,87.2829466667,12:54:07,100.7
23.5643383333,87.2829466667,12:54:08,100.7
23.5643383333,87.2829466667,12:54:09,100.7
23.5643383333,87.2829466667,12:54:10,100.7
23.5643383333,87.2829466667,12:54:11,100.7
23.5643383333,87.2829466667,12:54:12,100.7
23.5643383333,87.2829466667,12:54:13,100.7
23.5643383333,87.2829466667,12:54:14,100.7
23.5643383333,87.2829466667,12:54:15,100.7
23.5643383333,87.2829466667,12:54:16,100.7
23.5643383333,87.2829466667,12:54:17,100.7
23.5643383333,87.2829466667,12:54:18,100.7
23.5643383333,87.2829466667,12:54:19,100.7
23.5643383333,87.2829466667,12:54:20,100.7
23.5643383333,87.2829466667,12:54:21,100.7
23.5643383333,87.2829466667,12:54:22,100.7
23.5643383333,87.2829466667,12:54:23,100.7
23.5643383333,87.2829466667,12:54:24,100.7
23.5643383333,87.2829466667,12:54:25,100.7
23.5643383333,87.2829466667,12:54:26,100.7
23.5643383333,87.2829466667,12:54:27,100.7
23.5643383333,87.2829466667,12:54:28,100.7
23.5643383333,87.2829466667,12:54:29,100.7
23.5643383333,87.2829466667,12:54:30,100.7
23.5643383333,87.2829466667,12:54:31,100.7
23.5643383333,87.2829466667,12:54:32,100.7
23.5643383333,87.2829466667,12:54:33,100.7
23.5643383333,87.2829466667,12:54:34,100.7
23.5643383333,87.2829466667,12:54:35,100.7
23.5643383333,87.2829466667,12:54:36,100.7
23.5643383333,87.2829466667,12:54:37,100.7
23.5643383333,87.2829466667,12:54:38,100.7
23.5643383333,87.2829466667,12:54:39,100.7
23.5643383333,87.2829466667,12:54:40,100.7
23.5643383333,87.2829466667,12:54:41,100.7
23.5643383333,87.2829466667,12:54:42,100.7
23.5643383333,87.2829466667,12:54:43,100.7
23.5643383333,87.2829466667,12:54:44,100.7
23.5643383333,87.2829466667,12:54:45,100.7
23.5643383333,87.2829466667,12:54:46,100.7
23.5643383333,87.2829466667,12:54:47,100.7
23.5643383333,87.2829466667,12:54:48,100.7
23.5643383333,87.2829466667,12:54:49,100.7
23.5643383333,87.2829466667,12:54:50,100.7
23.5643383333,87.2829466667,12:54:51,100.7
23.5643383333,87.2829466667,12:54:52,100.7
23.5643383333,87.2829466667,12:54:53,100.7
23.5643383333,87.2829466667,12:54:54,100.7
23.5643383333,87.2829466667,12:54:55,100.7
23.5643383333,87.2829466667,12:54:56,100.7
23.5643383333,87.2829466667,12:54:57,100.7
23.5643383333,87.2829466667,12:54:58,100.7
23.5643383333,87.2829466667,12:54:59,100.7
23.5643383333,87.2829466667,12:55:00,100.7
23.5643383333,87.2829466667,12:55:01,100.7
23.5643383333,87.2829466667,12:55:02,100.7
23.5643383333,87.2829466667,12:55:03,100.7
23.5643383333,87.2829466667,12:55:04,100.7
23.5643383333,87.2829466667,12:55:05,100.7
23.5643383333,87.2829466667,12:55:06,100.7
23.5643383333,87.2829466667,12:55:07,100.7
23.5643383333,87.2829466667,12:55:08,100.7
23.5643383333,87.2829466667,12:55:09,100.7
23.5643383333,87.2829466667,12:55:10,100.7
23.5643383333,87.2829466667,12:55:11,100.7
23.5643383333,87.2829466667,12:55:12,100.7
23.5643383333,87.2829466667,12:55:13,100.7
23.5643383333,87.2829466667,12:55:14,100.7
23.5643383333,87.2829466667,12:55:15,100.7
23.5643383333,87.2829466667,12:55:16,100.7
23.5643383333,87.2829466667,12:55:17,100.7
23.5643383333,87.2829466667,12:55:18,100.7
23.5643383333,87.2829466667,12:55:19,100.7
23.5643383333,87.2829466667,12:55:20,100.7
23.5643383333,87.2829466667,12:55:21,100.7
23.5643383333,87.2829466667,12:55:22,100.7
23.5643383333,87.2829466667,12:55:23,100.7
23.5643383333,87.2829466667,12:55:24,100.7
23.5643383333,87.2829466667,12:55:25,100.7
23.5643383333,87.2829466667,12:55:26,100.7
23.5643383333,87.2829466667,12:55:27,100.7
23.5643383333,87.2829466667,12:55:28,100.7
23.5643383333,87.2829466667,12:55:29,100.7
23.5643383333,87.2829466667,12:55:30,100.7
23.5643383333,87.2829466667,12:55:31,100.7
23.5643383333,87.2829466667,12:55:32,100.7
23.5643383333,87.2829466667,12:55:33,100.7
23.5643383333,87.2829466667,12:55:34,100.7
23.5643383333,87.2829466667,12:55:35,100.7
23.5643383333,87.2829466667,12:55:36,100.7
23.5643383333,87.2829466667,12:55:37,100.7
23.5643383333,87.2829466667,12:55:38,100.7
23.5643383333,87.2829466667,12:55:39,100.7
23.5643383333,87.2829466667,12:55:40,100.7
23.5643383333,87.2829466667,12:55:41,100.7
23.5643383333,87.2829466667,12:55:42,100.7
23.5643383333,87.2829466667,12:55:43,100.7
23.5643383333,87.2829466667,12:55:44,100.7
23.5643383333,87.2829466667,12:55:45,100.7
23.5643383333,87.2829466667,12:55:46,100.7
23.5643383333,87.2829466667,12:55:47,100.7
23.5643383333,87.2829466667,12:55:48,100.7
23.5643383333,87.2829466667,12:55:49,100.7
23.5643383333,87.2829466667,12:55:50,100.7
23.5643383333,87.2829466667,12:55:51,100.7
