latitude,longitude,timestamp,altitude
23.5642633333,87.2831033333,08:12:42,96.7
23.564265,87.2831,08:12:43,96.7
23.564265,87.2830983333,08:12:44,96.7
23.564265,87.2830966667,08:12:45,96.7
23.5642666667,87.283095,08:12:46,96.6
23.5642666667,87.283095,08:12:47,96.6
23.5642666667,87.283095,08:12:48,96.6
23.5642666667,87.283095,08:12:49,96.6
23.5642683333,87.283095,08:12:50,96.6
23.5642683333,87.283095,08:12:51,96.6
23.5642683333,87.283095,08:12:52,96.6
23.5642683333,87.283095,08:12:53,96.6
23.5642683333,87.283095,08:12:54,96.6
23.5642683333,87.283095,08:12:55,96.5
23.5642666667,87.283095,08:12:56,96.5
23.5642666667,87.283095,08:12:57,96.5
23.5642666667,87.283095,08:12:58,96.5
23.5642666667,87.283095,08:12:59,96.5
23.5642683333,87.283095,08:13:00,96.5
23.5642683333,87.283095,08:13:01,96.5
23.5642683333,87.283095,08:13:02,96.5
23.5642683333,87.283095,08:13:03,96.5
23.5642683333,87.283095,08:13:04,96.5
23.5642683333,87.283095,08:13:05,96.6
23.5642683333,87.283095,08:13:06,96.6
23.5642683333,87.283095,08:13:07,96.6
23.5642666667,87.283095,08:13:08,96.6
23.5642666667,87.283095,08:13:09,96.6
23.5642666667,87.283095,08:13:10,96.6
23.5642666667,87.283095,08:13:11,96.6
23.5642683333,87.283095,08:13:12,96.6
23.5642683333,87.283095,08:13:13,96.6
23.5642683333,87.283095,08:13:14,96.6
23.5642683333,87.283095,08:13:15,96.6
23.5642683333,87.283095,08:13:16,96.6
23.5642683333,87.283095,08:13:17,96.6
23.5642683333,87.283095,08:13:18,96.6
23.5642683333,87.283095,08:13:19,96.6
23.5642683333,87.283095,08:13:20,96.6
23.5642683333,87.283095,08:13:21,96.6
23.5642683333,87.283095,08:13:22,96.6
23.5642683333,87.283095,08:13:23,96.6
23.5642683333,87.283095,08:13:24,96.6
23.5642683333,87.283095,08:13:25,96.6
23.5642683333,87.283095,08:13:26,96.6
23.5642683333,87.283095,08:13:27,96.6
23.5642683333,87.283095,08:13:28,96.6
23.5642683333,87.283095,08:13:29,96.6
23.5642683333,87.283095,08:13:30,96.6
23.5642683333,87.283095,08:13:31,96.6
23.5642683333,87.283095,08:13:32,96.6
23.5642683333,87.283095,08:13:33,96.6
23.5642683333,87.283095,08:13:34,96.6
23.5642683333,87.283095,08:13:35,96.6
23.5642683333,87.283095,08:13:36,96.6
23.5642683333,87.283095,08:13:37,96.6
23.5642683333,87.283095,08:13:38,96.6
23.5642683333,87.283095,08:13:39,96.6
23.5642683333,87.283095,08:13:40,96.6
23.5642683333,87.283095,08:13:41,96.6
23.5642683333,87.283095,08:13:42,96.6
23.5642683333,87.283095,08:13:43,96.6
23.5642683333,87.283095,08:13:44,96.6
23.5642683333,87.283095,08:13:45,96.6
23.5642666667,87.283095,08:13:46,96.6
23.5642666667,87.283095,08:13:47,96.6
23.5642666667,87.283095,08:13:48,96.6
23.5642666667,87.283095,08:13:49,96.6
23.5642666667,87.283095,08:13:50,96.6
23.5642666667,87.283095,08:13:51,96.6
23.5642666667,87.283095,08:13:52,96.6
23.5642666667,87.283095,08:13:53,96.6
23.5642666667,87.283095,08:13:54,96.6
23.5642666667,87.283095,08:13:55,96.6
23.5642666667,87.283095,08:13:56,96.6
23.5642666667,87.283095,08:13:57,96.6
23.5642666667,87.283095,08:13:58,96.6
23.5642666667,87.283095,08:13:59,96.6
23.5642666667,87.283095,08:14:00,96.6
23.5642666667,87.283095,08:14:01,96.6
23.5642666667,87.283095,08:14:02,96.6
23.5642666667,87.283095,08:14:03,96.6
23.5642666667,87.283095,08:14:04,96.6
23.5642666667,87.283095,08:14:05,96.6
23.5642666667,87.283095,08:14:06,96.6
23.5642666667,87.283095,08:14:07,96.6
23.5642666667,87.283095,08:14:08,96.6
23.5642666667,87.283095,08:14:09,96.6
23.5642666667,87.283095,08:14:10,96.6
23.5642666667,87.283095,08:14:11,96.6
23.5642666667,87.283095,08:14:12,96.6
23.5642666667,87.283095,08:14:13,96.6
23.5642666667,87.283095,08:14:14,96.6
23.5642666667,87.283095,08:14:15,96.6
23.5642666667,87.283095,08:14:16,96.6
23.5642683333,87.283095,08:14:17,96.6
23.5642683333,87.283095,08:14:18,96.6
23.5642683333,87.283095,08:14:19,96.6
23.5642683333,87.283095,08:14:20,96.6
23.5642683333,87.283095,08:14:21,96.6
23.5642683333,87.283095,08:14:22,96.6
23.5642683333,87.283095,08:14:23,96.6
23.5642683333,87.283095,08:14:24,96.6
23.5642683333,87.283095,08:14:25,96.6
23.5642683333,87.283095,08:14:26,96.6
23.5642683333,87.283095,08:14:27,96.6
23.5642683333,87.283095,08:14:28,96.6
23.5642683333,87.283095,08:14:29,96.6
